ID,Representative,Cluster,Cluster_Size,Genome,Genome_Type,Cluster_TssC_Type
ChrNZ_CP053814.1|94|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_CP053814.1,Chr,Chr
ChrNZ_CP053811.1|95|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_CP053811.1,Chr,Chr
ChrNZ_CP053803.1|94|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_CP053803.1,Chr,Chr
ChrNZ_CP053805.1|94|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_CP053805.1,Chr,Chr
ChrNZ_LT992493.1|10|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_LT992493.1,Chr,Chr
ChrNZ_LT992491.1|51|WP_029628537.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_LT992491.1,Chr,Chr
ChrNZ_LT992489.1|633|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_LT992489.1,Chr,Chr
ChrNZ_CP053801.1|92|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_CP053801.1,Chr,Chr
ChrNZ_LT992487.1|101|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_LT992487.1,Chr,Chr
ChrNZ_LT906615.1|93|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_LT906615.1,Chr,Chr
ChrNZ_LT897798.1|180|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_LT897798.1,Chr,Chr
ChrNZ_CP053807.1|93|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_CP053807.1,Chr,Chr
ChrNZ_CP053809.1|94|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_CP053809.1,Chr,Chr
ChrNZ_LS997868.1|250|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_LS997868.1,Chr,Chr
ChrNZ_CP080466.1|149|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_CP080466.1,Chr,Chr
ChrNZ_LT907990.1|93|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_LT907990.1,Chr,Chr
ChrNZ_CP053799.1|93|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_CP053799.1,Chr,Chr
ChrNZ_CP080463.1|951|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_CP080463.1,Chr,Chr
ChrNZ_CP053745.1|92|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_CP053745.1,Chr,Chr
ChrNZ_CP053795.1|93|WP_029628537.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_CP053795.1,Chr,Chr
ChrNZ_CP053797.1|92|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_CP053797.1,Chr,Chr
ChrNZ_CP016988.1|89|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_CP016988.1,Chr,Chr
ChrNZ_CP016325.1|93|WP_000108140.1,ChrNC_002506.1|88|WP_000108140.1,1,102,NZ_CP016325.1,Chr,Chr
ChrNC_004917.1|234|WP_011115091.1,ChrNC_004917.1|234|WP_011115091.1,2,1,NC_004917.1,Chr,Chr
ChrNC_005027.1|3694|WP_007328776.1,ChrNC_005027.1|3694|WP_007328776.1,3,1,NC_005027.1,Chr,Chr
ChrNC_005126.1|2183|WP_011146548.1,ChrNC_005126.1|2183|WP_011146548.1,4,5,NC_005126.1,Chr,Chr
ChrNZ_CP024900.1|2244|WP_011146548.1,ChrNC_005126.1|2183|WP_011146548.1,4,5,NZ_CP024900.1,Chr,Chr
ChrNZ_CP024901.1|2175|WP_011146548.1,ChrNC_005126.1|2183|WP_011146548.1,4,5,NZ_CP024901.1,Chr,Chr
ChrNZ_CP020335.1|2140|WP_046395417.1,ChrNC_005126.1|2183|WP_011146548.1,4,5,NZ_CP020335.1,Chr,Chr
ChrNZ_CP015281.1|2175|WP_011146548.1,ChrNC_005126.1|2183|WP_011146548.1,4,5,NZ_CP015281.1,Chr,Chr
ChrNC_005126.1|345|WP_011144760.1,ChrNC_005126.1|345|WP_011144760.1,5,5,NC_005126.1,Chr,Chr
ChrNZ_CP024900.1|328|WP_011144760.1,ChrNC_005126.1|345|WP_011144760.1,5,5,NZ_CP024900.1,Chr,Chr
ChrNZ_CP015281.1|340|WP_011144760.1,ChrNC_005126.1|345|WP_011144760.1,5,5,NZ_CP015281.1,Chr,Chr
ChrNC_012962.1|275|WP_012776480.1,ChrNC_005126.1|345|WP_011144760.1,5,5,NC_012962.1,Chr,Chr
ChrNZ_CP024901.1|341|WP_011144760.1,ChrNC_005126.1|345|WP_011144760.1,5,5,NZ_CP024901.1,Chr,Chr
ChrNC_005140.1|892|WP_011152277.1,ChrNC_005140.1|892|WP_011152277.1,6,14,NC_005140.1,Chr,Chr
ChrNZ_CP011776.1|909|WP_011152277.1,ChrNC_005140.1|892|WP_011152277.1,6,14,NZ_CP011776.1,Chr,Chr
ChrNZ_CP016322.1|836|WP_088428476.1,ChrNC_005140.1|892|WP_011152277.1,6,14,NZ_CP016322.1,Chr,Chr
ChrNZ_CP035732.1|218|WP_103277712.1,ChrNC_005140.1|892|WP_011152277.1,6,14,NZ_CP035732.1,Chr,Chr
ChrNC_014966.1|883|WP_043921133.1,ChrNC_005140.1|892|WP_011152277.1,6,14,NC_014966.1,Chr,Chr
ChrNZ_CP014048.2|982|WP_061058239.1,ChrNC_005140.1|892|WP_011152277.1,6,14,NZ_CP014048.2,Chr,Chr
ChrNZ_CP027031.1|703|WP_053542463.1,ChrNC_005140.1|892|WP_011152277.1,6,14,NZ_CP027031.1,Chr,Chr
ChrNZ_CP019321.1|607|WP_101957972.1,ChrNC_005140.1|892|WP_011152277.1,6,14,NZ_CP019321.1,Chr,Chr
ChrNZ_CP019291.1|866|WP_118894326.1,ChrNC_005140.1|892|WP_011152277.1,6,14,NZ_CP019291.1,Chr,Chr
ChrNZ_CP009262.1|876|WP_040110847.1,ChrNC_005140.1|892|WP_011152277.1,6,14,NZ_CP009262.1,Chr,Chr
ChrNC_004460.2|391|WP_043921133.1,ChrNC_005140.1|892|WP_011152277.1,6,14,NC_004460.2,Chr,Chr
ChrNZ_CP009985.1|908|WP_011152277.1,ChrNC_005140.1|892|WP_011152277.1,6,14,NZ_CP009985.1,Chr,Chr
ChrNZ_CP012740.1|899|WP_053542463.1,ChrNC_005140.1|892|WP_011152277.1,6,14,NZ_CP012740.1,Chr,Chr
ChrNZ_CP044207.1|628|WP_108677710.1,ChrNC_005140.1|892|WP_011152277.1,6,14,NZ_CP044207.1,Chr,Chr
ChrNC_005140.1|893|WP_011081390.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NC_005140.1,Chr,Chr
ChrNZ_CP015513.1|851|WP_011081390.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP015513.1,Chr,Chr
ChrNZ_CP046834.1|1112|WP_053542464.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP046834.1,Chr,Chr
ChrNZ_CP046833.1|537|WP_102982213.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP046833.1,Chr,Chr
ChrNZ_CP060048.1|92|WP_038941142.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP060048.1,Chr,Chr
ChrNZ_CP012882.1|944|WP_038941142.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP012882.1,Chr,Chr
ChrNZ_CP016322.1|837|WP_011081390.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP016322.1,Chr,Chr
ChrNZ_CP044207.1|629|WP_011081390.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP044207.1,Chr,Chr
ChrNZ_CP012740.1|900|WP_011081390.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP012740.1,Chr,Chr
ChrNZ_CP011776.1|910|WP_011081390.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP011776.1,Chr,Chr
ChrNC_004460.2|392|WP_011081390.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NC_004460.2,Chr,Chr
ChrNZ_CP027031.1|704|WP_011081390.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP027031.1,Chr,Chr
ChrNZ_CP009985.1|909|WP_011081390.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP009985.1,Chr,Chr
ChrNC_014966.1|884|WP_011081390.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NC_014966.1,Chr,Chr
ChrNZ_CP044068.1|650|WP_038941142.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP044068.1,Chr,Chr
ChrNZ_CP017636.1|51|WP_038941142.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP017636.1,Chr,Chr
ChrNZ_CP035732.1|217|WP_011081390.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP035732.1,Chr,Chr
ChrNZ_CP019122.1|870|WP_038941142.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP019122.1,Chr,Chr
ChrNZ_CP014048.2|981|WP_011081390.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP014048.2,Chr,Chr
ChrNZ_CP009262.1|877|WP_040110848.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP009262.1,Chr,Chr
ChrNZ_CP019321.1|606|WP_101957662.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP019321.1,Chr,Chr
ChrNZ_CP019291.1|867|WP_011081390.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP019291.1,Chr,Chr
ChrNZ_CP014637.1|814|WP_039446887.1,ChrNC_005140.1|893|WP_011081390.1,7,23,NZ_CP014637.1,Chr,Chr
ChrNC_005966.1|2378|WP_004929011.1,ChrNC_005966.1|2378|WP_004929011.1,8,1,NC_005966.1,Chr,Chr
ChrNC_006370.1|622|WP_011217436.1,ChrNC_006370.1|622|WP_011217436.1,9,1,NC_006370.1,Chr,Chr
ChrNC_006370.1|623|WP_011217437.1,ChrNC_006370.1|623|WP_011217437.1,10,1,NC_006370.1,Chr,Chr
ChrNC_006840.2|986|WP_011261636.1,ChrNC_006840.2|986|WP_011261636.1,11,1,NC_006840.2,Chr,Chr
ChrNZ_CP022216.1|1708|WP_009894729.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP022216.1,Chr,Chr
ChrNZ_CP016910.1|110|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP016910.1,Chr,Chr
ChrNZ_CP016639.1|486|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP016639.1,Chr,Chr
ChrNZ_CP016637.1|482|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP016637.1,Chr,Chr
ChrNZ_LK936443.1|115|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_LK936443.1,Chr,Chr
ChrNC_022658.1|1761|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NC_022658.1,Chr,Chr
ChrNZ_CP004384.1|1669|WP_009894729.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP004384.1,Chr,Chr
ChrNZ_CP016912.1|110|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP016912.1,Chr,Chr
ChrNZ_CP004382.1|1516|WP_009894729.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP004382.1,Chr,Chr
ChrNZ_CP004380.1|2242|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP004380.1,Chr,Chr
ChrNZ_CP012577.1|535|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP012577.1,Chr,Chr
ChrNZ_CP004378.1|128|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP004378.1,Chr,Chr
ChrNZ_CP012518.1|108|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP012518.1,Chr,Chr
ChrNZ_CP004386.1|1412|WP_009894729.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP004386.1,Chr,Chr
ChrNZ_CP008786.1|2174|WP_009894729.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP008786.1,Chr,Chr
ChrNZ_CP010018.1|803|WP_009894729.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP010018.1,Chr,Chr
ChrNZ_CP017047.1|1514|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP017047.1,Chr,Chr
ChrNZ_CP019043.1|873|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP019043.1,Chr,Chr
ChrNZ_CP009160.1|417|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP009160.1,Chr,Chr
ChrNZ_CP008893.1|2000|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP008893.1,Chr,Chr
ChrNZ_CP009156.1|883|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP009156.1,Chr,Chr
ChrNZ_CP009150.1|2616|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP009150.1,Chr,Chr
ChrNZ_CP008779.1|1653|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP008779.1,Chr,Chr
ChrNZ_CP009127.1|523|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP009127.1,Chr,Chr
ChrNZ_CP017053.1|1629|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP017053.1,Chr,Chr
ChrNZ_CP017051.1|1628|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP017051.1,Chr,Chr
ChrNZ_CP017049.1|1509|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP017049.1,Chr,Chr
ChrNZ_CP009898.1|57|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP009898.1,Chr,Chr
ChrNZ_CP008782.1|1992|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP008782.1,Chr,Chr
ChrNZ_CP008891.1|187|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP008891.1,Chr,Chr
ChrNZ_CP008783.1|896|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP008783.1,Chr,Chr
ChrNZ_CP012516.1|108|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP012516.1,Chr,Chr
ChrNZ_CP017045.1|1551|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP017045.1,Chr,Chr
ChrNZ_CP004369.1|1518|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP004369.1,Chr,Chr
ChrNZ_CP038227.1|850|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP038227.1,Chr,Chr
ChrNZ_CP038806.1|956|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP038806.1,Chr,Chr
ChrNZ_CP033704.1|2043|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP033704.1,Chr,Chr
ChrNZ_CP033706.1|1518|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP033706.1,Chr,Chr
ChrNZ_CP069361.1|2402|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP069361.1,Chr,Chr
ChrNZ_CP004090.1|1855|WP_009898321.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP004090.1,Chr,Chr
ChrNZ_CP037759.1|105|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP037759.1,Chr,Chr
ChrNZ_CP010974.1|109|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP010974.1,Chr,Chr
ChrNZ_CP037757.1|98|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP037757.1,Chr,Chr
ChrNZ_CP033701.1|284|WP_004523699.1,ChrNC_007435.1|1541|WP_004523699.1,12,145,NZ_CP033701.1,Chr,Chr
